Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
305-14-0245,Cairo,,,Female,Home and lifestyle,94.49,8,,793.716,03/03/2019,7:00:00 PM,,755.92,4.761904762,37.796,7.5
732-04-5373,Cairo,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,02/08/2019,10:53:00 AM,Cash,185.88,4.761904762,9.294,7
400-60-7251,,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,3/14/2019,12:50:00 PM,Ewallet,,,3.7035,9.9
593-65-1552,,Naypyitaw,Normal,,Home and lifestyle,69.81,,,293.202,3/14/2019,8:50:00 PM,Credit card,,,13.962,5.9
284-34-9626,Cairo,Mandalay,Normal,Female,Home and lifestyle,77.04,3,,242.676,3/14/2019,10:39:00 AM,Credit card,231.12,4.761904762,11.556,7.2
437-58-8131,,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,1/15/2019,1:41:00 PM,Ewallet,147.04,,,4.6
286-43-6208,Giza,Naypyitaw,Normal,Female,Food and beverages,,9,,829.71,3/16/2019,7:08:00 PM,Cash,790.2,4.761904762,,9.2
641-43-2399,Cairo,,Normal,Male,Home and lifestyle,,4,,107.31,1/26/2019,8:23:00 PM,Ewallet,,,5.11,5.7
831-07-6050,Alex,,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,3/19/2019,11:30:00 AM,Credit card,,4.761904762,8.1775,9.9
556-86-3144,Giza,Naypyitaw,Member,Female,,74.29,1,3.7145,78.0045,1/13/2019,7:30:00 PM,Cash,74.29,4.761904762,3.7145,5
848-24-9445,,,,Male,Health and beauty,43.7,2,,91.77,3/26/2019,6:03:00 PM,Cash,87.4,,4.37,4.9
856-22-8149,Alex,Yangon,,Female,Home and lifestyle,,1,1.2645,26.5545,3/23/2019,10:13:00 AM,,,,1.2645,6.1
699-01-4164,Giza,,,Male,,41.5,4,8.3,174.3,03/12/2019,7:58:00 PM,,,4.761904762,8.3,8.2
420-11-4919,Giza,Naypyitaw,,,,71.39,5,17.8475,374.7975,2/17/2019,7:57:00 PM,Credit card,356.95,4.761904762,17.8475,5.5
606-80-4905,Giza,,Member,Female,Sports and travel,19.15,,,120.645,1/29/2019,10:01:00 AM,Credit card,,4.761904762,5.745,6.8
542-41-0513,Cairo,Mandalay,Member,Female,Electronic accessories,,,11.498,241.458,3/15/2019,11:57:00 AM,Cash,,4.761904762,11.498,6.6
426-39-2418,,Naypyitaw,Normal,Male,Electronic accessories,61.41,,21.4935,451.3635,1/14/2019,10:02:00 AM,,,,,9.8
875-46-5808,,,Member,Male,,25.9,10,12.95,271.95,02/06/2019,2:51:00 PM,Ewallet,259,4.761904762,12.95,8.7
394-43-4238,,,Member,Male,,,5,4.4425,93.2925,2/15/2019,12:42:00 PM,Credit card,88.85,4.761904762,4.4425,5.4
749-24-1565,,Yangon,,Female,Health and beauty,23.03,9,,217.6335,3/14/2019,12:02:00 PM,,,4.761904762,10.3635,7.9
672-51-8681,,,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,3/14/2019,6:19:00 PM,Credit card,599.85,4.761904762,29.9925,9.7
263-87-5680,,Naypyitaw,Member,Female,Home and lifestyle,28.53,,14.265,299.565,3/18/2019,5:38:00 PM,Ewallet,285.3,4.761904762,14.265,7.8
573-58-9734,Cairo,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,3/28/2019,1:41:00 PM,,,4.761904762,4.5555,5.1
817-69-8206,Cairo,,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,03/02/2019,7:42:00 PM,Credit card,897.57,4.761904762,44.8785,6.5
888-02-0338,,Yangon,Normal,,Electronic accessories,26.23,,11.8035,247.8735,1/25/2019,8:24:00 PM,Ewallet,,4.761904762,,5.9
677-11-0152,,,,Female,Food and beverages,93.26,9,41.967,881.307,1/16/2019,6:08:00 PM,Cash,839.34,4.761904762,,8.8
142-63-6033,,Mandalay,Normal,Male,,,5,,484.89,3/20/2019,7:17:00 PM,Ewallet,461.8,4.761904762,23.09,4.9
656-16-1063,,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,01/04/2019,1:24:00 PM,,139.26,4.761904762,6.963,4.4
891-58-8335,Cairo,,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,03/11/2019,3:53:00 PM,Cash,207.27,4.761904762,10.3635,6.5
802-43-8934,Alex,Yangon,Normal,,Home and lifestyle,18.28,1,0.914,19.194,3/22/2019,3:05:00 PM,,,,0.914,8.3
560-30-5617,Cairo,Mandalay,,,Sports and travel,24.77,,6.1925,130.0425,3/24/2019,6:27:00 PM,Cash,123.85,4.761904762,6.1925,8.5
319-74-2561,Alex,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2/21/2019,4:55:00 PM,Cash,,4.761904762,,5.5
549-03-9315,,,Normal,Male,,94.87,8,37.948,796.908,02/12/2019,12:58:00 PM,,,4.761904762,37.948,8.7
790-29-1172,,Mandalay,Normal,Female,Food and beverages,57.34,,8.601,180.621,03/10/2019,6:59:00 PM,,172.02,4.761904762,8.601,7.9
239-36-3640,,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,1:44:00 PM,Ewallet,272.1,4.761904762,13.605,6.1
468-01-2051,Cairo,Mandalay,Normal,,Food and beverages,62.08,,21.728,456.288,03/06/2019,1:46:00 PM,,434.56,,21.728,5.4
389-25-3394,Giza,Naypyitaw,Normal,Male,Electronic accessories,11.81,,,62.0025,2/17/2019,6:06:00 PM,Cash,,,,9.4
279-62-1445,Giza,Naypyitaw,,Female,Fashion accessories,12.54,,,13.167,2/21/2019,12:38:00 PM,,12.54,4.761904762,0.627,8.2
213-72-6612,Alex,,Normal,Male,Food and beverages,43.25,,4.325,90.825,3/20/2019,3:56:00 PM,Cash,86.5,,4.325,6.2
746-68-6593,Giza,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,01/11/2019,2:29:00 PM,,174.32,4.761904762,,9.7
836-82-5858,Cairo,Mandalay,Member,,Health and beauty,69.37,,31.2165,655.5465,1/26/2019,7:14:00 PM,,624.33,4.761904762,31.2165,4
583-72-1480,Giza,Naypyitaw,Member,,Electronic accessories,37.06,,,155.652,1/31/2019,4:24:00 PM,Ewallet,148.24,,7.412,9.7
466-61-5506,Cairo,Mandalay,,,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52:00 AM,Cash,,4.761904762,27.21,5.3
721-86-6247,,Yangon,,Female,Home and lifestyle,63.42,,25.368,532.728,03/11/2019,12:55:00 PM,,,4.761904762,25.368,7.4
289-65-5721,Cairo,Mandalay,Normal,,Fashion accessories,,2,8.137,170.877,1/26/2019,7:28:00 PM,,162.74,4.761904762,8.137,6.5
545-46-3100,,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,03/12/2019,1:52:00 PM,Credit card,31.77,,1.5885,8.7
418-02-5978,,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,02/11/2019,10:54:00 AM,Cash,756.81,4.761904762,37.8405,8
269-04-5750,,,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,6:31:00 PM,Cash,295.28,4.761904762,14.764,6.7
157-13-5295,Alex,Yangon,Member,Male,,,,,545.37,03/09/2019,6:24:00 PM,Ewallet,519.4,4.761904762,,6.5
645-78-8093,Alex,Yangon,Normal,,Sports and travel,93.14,2,9.314,195.594,1/20/2019,6:09:00 PM,Ewallet,186.28,4.761904762,,4.1
211-30-9270,Giza,Naypyitaw,,Male,Health and beauty,17.41,5,,91.4025,1/28/2019,3:16:00 PM,,87.05,4.761904762,,4.9
755-12-3214,,Naypyitaw,Member,Female,Fashion accessories,,5,11.055,232.155,03/05/2019,5:07:00 PM,,221.1,4.761904762,11.055,8.6
346-84-3103,Cairo,Mandalay,Member,Female,Electronic accessories,13.22,5,,69.405,03/02/2019,7:26:00 PM,,,4.761904762,3.305,4.3
478-06-7835,,,Normal,Male,,,,,94.1745,01/11/2019,11:20:00 AM,Ewallet,,4.761904762,4.4845,4.9
540-11-4336,Alex,Yangon,Normal,Male,Food and beverages,24.94,,,235.683,3/14/2019,4:49:00 PM,Credit card,,,11.223,5.6
448-81-5016,,Yangon,Normal,Male,Health and beauty,,2,,125.517,03/11/2019,12:01:00 PM,,119.54,4.761904762,5.977,5.8
142-72-4741,Giza,,,,Fashion accessories,93.2,,9.32,195.72,3/14/2019,6:37:00 PM,Credit card,186.4,,9.32,6
217-58-1179,Alex,Yangon,,,Home and lifestyle,62.65,,12.53,263.13,3/14/2019,11:25:00 AM,Cash,250.6,,12.53,4.2
376-02-8238,Cairo,,Normal,Male,Home and lifestyle,93.87,,37.548,788.508,3/14/2019,6:42:00 PM,Credit card,750.96,4.761904762,37.548,8.3
530-90-9855,,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,01/01/2019,2:47:00 PM,Cash,380.72,4.761904762,19.036,5.7
866-05-7563,,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,3/14/2019,7:43:00 PM,,244.2,4.761904762,,4.8
604-70-6476,,Yangon,Member,Male,Fashion accessories,,5,4.485,94.185,3/14/2019,2:04:00 PM,,,4.761904762,4.485,6.8
799-71-1548,Alex,,Member,,Electronic accessories,77.72,4,15.544,326.424,01/07/2019,4:11:00 PM,Credit card,310.88,4.761904762,15.544,8.8
785-13-7708,Cairo,,Normal,Male,Food and beverages,,7,,536.991,3/14/2019,7:06:00 PM,Credit card,511.42,4.761904762,,4.2
845-51-0542,Cairo,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,3/14/2019,3:34:00 PM,Ewallet,,4.761904762,,6.4
662-47-5456,,Naypyitaw,Member,Male,Fashion accessories,35.19,,,369.495,3/14/2019,7:06:00 PM,,351.9,4.761904762,17.595,8.4
883-17-4236,,Naypyitaw,,Female,Sports and travel,14.39,2,1.439,30.219,03/02/2019,7:44:00 PM,Credit card,28.78,4.761904762,1.439,7.2
290-68-2984,Alex,Yangon,,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22:00 AM,Cash,95,4.761904762,,5.2
704-11-6354,,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,3/14/2019,11:23:00 AM,Cash,471.2,4.761904762,23.56,8.9
110-48-7033,Cairo,Mandalay,,Male,Fashion accessories,32.62,4,6.524,137.004,3/14/2019,2:12:00 PM,Cash,130.48,4.761904762,6.524,9
366-93-0948,,,Member,,,66.35,,3.3175,69.6675,1/31/2019,10:46:00 AM,Credit card,66.35,4.761904762,3.3175,9.7
729-09-9681,,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,02/05/2019,10:16:00 AM,Ewallet,,4.761904762,7.773,8.7
151-16-1484,Alex,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38:00 PM,Ewallet,129,4.761904762,,6.5
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,3/14/2019,1:05:00 PM,Credit card,263.76,4.761904762,13.188,6.9
850-41-9669,Alex,Yangon,,Female,Electronic accessories,75.06,,33.777,709.317,3/14/2019,1:25:00 PM,Ewallet,675.54,4.761904762,33.777,6.2
821-07-3596,Giza,Naypyitaw,Normal,Female,Fashion accessories,,4,,69.09,03/07/2019,2:53:00 PM,Ewallet,,,,5.6
655-85-5130,,Mandalay,,Female,Fashion accessories,38.3,,7.66,160.86,3/14/2019,7:22:00 PM,Cash,,4.761904762,7.66,5.7
447-15-7839,Alex,Yangon,Member,Female,Sports and travel,22.24,,11.12,233.52,3/14/2019,11:00:00 AM,Cash,222.4,4.761904762,,4.2
154-74-7179,,,Normal,Male,Sports and travel,54.45,1,,57.1725,3/14/2019,7:24:00 PM,Ewallet,,4.761904762,2.7225,7.9
253-12-6086,Alex,Yangon,Member,Female,Sports and travel,98.4,7,,723.24,03/12/2019,12:43:00 PM,Credit card,688.8,4.761904762,34.44,8.7
808-65-0703,Giza,Naypyitaw,Normal,,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,5:22:00 PM,Credit card,,4.761904762,7.094,6.9
571-94-0759,Cairo,Mandalay,Member,,Food and beverages,74.6,10,,783.3,01/08/2019,8:55:00 PM,,,4.761904762,,9.5
144-51-6085,Alex,Yangon,Member,Male,Home and lifestyle,70.74,,14.148,297.108,3/14/2019,4:05:00 PM,Credit card,282.96,4.761904762,14.148,4.4
731-14-2199,Alex,,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,01/04/2019,1:34:00 PM,,355.4,4.761904762,,7
783-09-1637,,Mandalay,,Female,Sports and travel,67.43,5,16.8575,354.0075,03/06/2019,6:13:00 PM,Ewallet,337.15,,16.8575,6.3
687-15-1097,Giza,,Member,Female,Health and beauty,21.12,,,44.352,01/03/2019,7:17:00 PM,,42.24,4.761904762,2.112,9.7
126-54-1082,Alex,Yangon,Member,Female,Home and lifestyle,21.54,9,,203.553,01/07/2019,11:44:00 AM,Credit card,,4.761904762,9.693,8.8
633-91-1052,Alex,,Normal,Female,Home and lifestyle,12.03,2,,25.263,3/14/2019,3:51:00 PM,,,4.761904762,1.203,5.1
477-24-6490,Cairo,,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,4:52:00 PM,,598.26,4.761904762,29.913,7.9
566-19-5475,,Mandalay,Normal,,Fashion accessories,47.97,7,16.7895,352.5795,01/07/2019,8:52:00 PM,Cash,335.79,4.761904762,16.7895,6.2
526-86-8552,,Naypyitaw,Member,Female,,,10,10.91,229.11,3/14/2019,5:36:00 PM,,218.2,4.761904762,10.91,7.1
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,02/02/2019,1:23:00 PM,,381.68,4.761904762,19.084,6.4
537-72-0426,,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/14/2019,4:28:00 PM,Cash,709.9,4.761904762,35.495,5.7
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,44.02,,22.01,462.21,3/20/2019,7:57:00 PM,Credit card,440.2,,22.01,9.6
136-08-6195,Alex,Yangon,Normal,,Home and lifestyle,,8,27.984,587.664,2/15/2019,5:01:00 PM,Credit card,559.68,4.761904762,27.984,6.4
523-38-0215,,Naypyitaw,Normal,Male,Home and lifestyle,,1,1.85,38.85,3/14/2019,1:29:00 PM,Credit card,,4.761904762,,7.9
490-29-1201,Alex,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,3/14/2019,11:09:00 AM,,,,0.767,6.5
667-92-0055,Alex,Yangon,Member,Male,Health and beauty,99.83,6,,628.929,03/04/2019,3:02:00 PM,Ewallet,598.98,4.761904762,29.949,8.5
565-17-3836,Alex,Yangon,,Female,,47.67,,9.534,200.214,03/12/2019,2:21:00 PM,Cash,,4.761904762,9.534,9.1
498-41-1961,Cairo,Mandalay,Normal,Male,Health and beauty,,5,16.67,350.07,2/20/2019,6:01:00 PM,,333.4,,16.67,7.6
593-95-4461,Giza,Naypyitaw,Member,,Home and lifestyle,74.86,,,78.603,3/24/2019,2:49:00 PM,Cash,74.86,4.761904762,,6.9
226-71-3580,Giza,Naypyitaw,,,Sports and travel,,,,224.4375,1/31/2019,12:02:00 PM,Cash,,4.761904762,10.6875,9.5
283-79-9594,Cairo,Mandalay,Normal,Female,,48.51,7,16.9785,356.5485,1/25/2019,1:30:00 PM,,,4.761904762,16.9785,5.2
430-60-3493,,Yangon,Member,Female,,,,,697.368,02/03/2019,2:38:00 PM,Cash,664.16,4.761904762,33.208,4.2
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,,20.15,423.15,3/14/2019,5:37:00 PM,,403,4.761904762,20.15,7
558-80-4082,Giza,Naypyitaw,Normal,,,27.85,7,9.7475,204.6975,3/14/2019,5:20:00 PM,Ewallet,194.95,4.761904762,9.7475,6
278-97-7759,Alex,Yangon,,,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,8:29:00 PM,Cash,62.48,4.761904762,,4.7
316-68-6352,,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,3/14/2019,10:00:00 AM,,,4.761904762,3.636,7.1
585-03-5943,Cairo,Mandalay,Normal,Male,,,,,190.155,3/13/2019,11:46:00 AM,Ewallet,,,9.055,5.9
211-05-0490,Giza,,Member,Female,Electronic accessories,51.92,5,,272.58,3/14/2019,1:42:00 PM,Cash,259.6,4.761904762,12.98,7.5
727-75-6477,Giza,,,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,2:44:00 PM,Cash,,,5.768,6.4
744-02-5987,,Yangon,Member,Male,Home and lifestyle,78.38,6,,493.794,01/10/2019,2:16:00 PM,Ewallet,470.28,4.761904762,23.514,5.8
307-83-9164,,,,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,3:54:00 PM,Cash,240.04,,,4.5
779-06-0012,,Naypyitaw,Member,,Home and lifestyle,88.61,1,4.4305,93.0405,3/14/2019,10:21:00 AM,,88.61,4.761904762,4.4305,7.7
446-47-6729,Giza,,Normal,Male,,,2,,209.622,3/14/2019,6:09:00 PM,,,4.761904762,9.982,6.7
573-10-3877,Cairo,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,03/12/2019,4:46:00 PM,Credit card,39.01,,1.9505,4.7
735-06-4124,,Naypyitaw,Normal,Male,Food and beverages,48.61,,2.4305,51.0405,2/25/2019,3:31:00 PM,Cash,48.61,4.761904762,2.4305,4.4
439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/14/2019,5:15:00 PM,Credit card,204.76,4.761904762,10.238,4.7
396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,3/14/2019,12:29:00 PM,,,4.761904762,,8.6
411-77-0180,,Yangon,,Male,,72.2,7,,530.67,3/14/2019,8:14:00 PM,Ewallet,505.4,4.761904762,25.27,4.3
286-01-5402,,,Normal,,Sports and travel,40.23,7,14.0805,295.6905,3/14/2019,1:22:00 PM,Cash,281.61,4.761904762,14.0805,9.6
803-17-8013,,Yangon,Member,Female,Home and lifestyle,88.79,8,,745.836,2/17/2019,5:09:00 PM,Cash,710.32,4.761904762,35.516,4.1
512-98-1403,Alex,,,Female,Electronic accessories,26.48,3,3.972,83.412,3/14/2019,10:40:00 AM,,79.44,4.761904762,3.972,4.7
848-42-2560,Alex,,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,03/05/2019,5:43:00 PM,,,4.761904762,8.191,7.8
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,,6,23.979,503.559,1/31/2019,2:04:00 PM,Cash,479.58,,23.979,5.5
181-94-6432,Giza,Naypyitaw,,Male,Fashion accessories,69.33,2,,145.593,3/14/2019,7:05:00 PM,,,4.761904762,6.933,9.7
870-76-1733,Alex,,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,02/01/2019,10:08:00 AM,,,,3.5575,4.4
423-64-4619,Alex,Yangon,Member,Female,Health and beauty,15.55,,6.9975,146.9475,03/07/2019,1:12:00 PM,,139.95,4.761904762,,5
227-07-4446,,Naypyitaw,,Female,Electronic accessories,78.13,,39.065,820.365,02/10/2019,8:51:00 PM,,,4.761904762,,4.4
174-36-3675,Giza,Naypyitaw,Member,,Food and beverages,99.37,,9.937,208.677,2/14/2019,5:29:00 PM,Cash,,4.761904762,9.937,5.2
428-83-5800,,,,Female,Food and beverages,21.08,,3.162,66.402,02/09/2019,10:25:00 AM,Cash,63.24,4.761904762,3.162,7.3
603-07-0961,Giza,,Member,Male,,74.79,5,,392.6475,01/10/2019,11:34:00 AM,Cash,373.95,4.761904762,,4.9
704-20-4138,Giza,,,Female,Health and beauty,29.67,,10.3845,218.0745,03/11/2019,6:58:00 PM,Credit card,207.69,4.761904762,,8.1
787-15-1757,Giza,Naypyitaw,Member,Male,,44.07,,8.814,185.094,2/18/2019,4:28:00 PM,Ewallet,176.28,4.761904762,8.814,8.4
649-11-3678,,Naypyitaw,,Female,Food and beverages,22.93,,10.3185,216.6885,2/26/2019,8:26:00 PM,,,4.761904762,10.3185,5.5
622-20-1945,,,Normal,Female,Health and beauty,,1,1.971,41.391,3/14/2019,3:08:00 PM,,39.42,4.761904762,1.971,8.4
372-94-8041,Alex,,Normal,Male,Health and beauty,15.26,,4.578,96.138,2/15/2019,6:03:00 PM,,,,,9.8
563-91-7120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,5,,324.2925,03/08/2019,1:21:00 PM,Cash,308.85,,15.4425,6.7
746-54-5508,,,Normal,Male,,21.52,6,6.456,135.576,3/14/2019,12:48:00 PM,Credit card,129.12,4.761904762,6.456,9.4
276-54-0879,,Mandalay,,Male,Sports and travel,,,19.548,410.508,03/12/2019,7:53:00 PM,Ewallet,,4.761904762,19.548,6.4
815-11-1168,Alex,,Member,Male,Food and beverages,99.78,,,523.845,03/09/2019,7:09:00 PM,,498.9,4.761904762,24.945,5.4
719-76-3868,Giza,Naypyitaw,Member,,Food and beverages,94.26,,18.852,395.892,3/14/2019,4:30:00 PM,,377.04,4.761904762,18.852,8.6
730-61-8757,Cairo,Mandalay,Member,,Health and beauty,51.13,4,10.226,214.746,1/25/2019,10:11:00 AM,,204.52,4.761904762,10.226,4
340-66-0321,Alex,,,Male,,36.36,4,7.272,152.712,3/25/2019,1:07:00 PM,Cash,145.44,,7.272,7.6
868-81-1752,,Mandalay,,Male,,22.02,,9.909,208.089,02/07/2019,6:48:00 PM,Cash,198.18,,9.909,6.8
634-97-8956,Alex,,Normal,,Food and beverages,,,4.935,103.635,2/17/2019,5:27:00 PM,,98.7,4.761904762,4.935,9.1
566-71-1091,Alex,Yangon,Normal,,,77.02,5,19.255,404.355,02/03/2019,3:59:00 PM,Cash,385.1,4.761904762,19.255,5.5
442-48-3607,Alex,Yangon,Member,Male,,23.48,2,2.348,49.308,3/14/2019,11:21:00 AM,,46.96,4.761904762,2.348,7.9
835-16-0096,Giza,,,Male,Sports and travel,,,3.675,77.175,3/14/2019,1:48:00 PM,Ewallet,73.5,4.761904762,3.675,8.5
527-09-6272,Alex,Yangon,,Female,,28.45,5,7.1125,149.3625,3/21/2019,10:17:00 AM,Credit card,142.25,4.761904762,7.1125,9.1
898-04-2717,,Yangon,Normal,Male,Fashion accessories,,9,34.38,721.98,3/19/2019,3:49:00 PM,,687.6,4.761904762,34.38,7.5
692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,,6,17.385,365.085,2/24/2019,1:02:00 PM,Cash,347.7,,17.385,5.2
633-09-3463,Giza,,,Female,Electronic accessories,47.65,3,,150.0975,3/14/2019,12:58:00 PM,Credit card,142.95,4.761904762,7.1475,9.5
374-17-3652,Cairo,,,Female,Food and beverages,42.82,,,404.649,02/05/2019,3:26:00 PM,Credit card,,4.761904762,19.269,8.9
378-07-7001,,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,02/10/2019,6:23:00 PM,,144.27,4.761904762,,7.8
433-75-6987,Cairo,Mandalay,,Female,Health and beauty,,7,19.5895,411.3795,3/14/2019,7:06:00 PM,Ewallet,391.79,4.761904762,19.5895,8.9
873-95-4984,,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,3/14/2019,8:21:00 PM,Cash,,4.761904762,26.915,7.7
416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,5,,509.4075,1/30/2019,4:24:00 PM,Ewallet,485.15,,24.2575,9.3
150-89-8043,Alex,Yangon,,Male,Sports and travel,44.65,,,140.6475,2/14/2019,3:04:00 PM,Cash,133.95,4.761904762,6.6975,6.2
135-84-8019,Alex,,Normal,,Fashion accessories,77.93,,35.0685,736.4385,2/27/2019,4:10:00 PM,,,4.761904762,35.0685,7.6
441-94-7118,Alex,Yangon,Member,,,71.95,1,3.5975,75.5475,3/14/2019,12:14:00 PM,,71.95,4.761904762,,7.3
725-96-3778,,Naypyitaw,Member,Female,Home and lifestyle,89.25,,,749.7,1/20/2019,10:13:00 AM,Cash,714,,35.7,4.7
531-80-1784,Alex,,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,3/28/2019,5:38:00 PM,Cash,,4.761904762,9.107,5.1
400-45-1220,,Mandalay,Normal,Female,Health and beauty,,,6.75,141.75,2/27/2019,11:06:00 AM,,,4.761904762,6.75,4.8
860-79-0874,,Naypyitaw,,,Fashion accessories,,10,49.65,1042.65,2/15/2019,2:53:00 PM,Credit card,,4.761904762,49.65,6.6
834-61-8124,,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,3/14/2019,6:22:00 PM,,,4.761904762,18.0915,5.5
115-99-4379,Cairo,Mandalay,Member,Female,,,7,,402.2655,3/14/2019,7:02:00 PM,Credit card,383.11,4.761904762,19.1555,8.5
565-67-6697,Cairo,Mandalay,Member,Male,,27,9,12.15,255.15,03/02/2019,2:16:00 PM,Cash,,,12.15,4.8
320-49-6392,,,,,Electronic accessories,30.24,1,1.512,31.752,3/14/2019,3:44:00 PM,,,4.761904762,1.512,8.4
889-04-9723,Cairo,,,,,89.14,4,17.828,374.388,01/07/2019,12:20:00 PM,Credit card,,4.761904762,17.828,7.8
632-90-0281,Giza,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,03/08/2019,8:01:00 PM,Credit card,,4.761904762,18.775,9.3
554-42-2417,,Naypyitaw,,Female,Sports and travel,95.44,10,47.72,1002.12,01/09/2019,1:45:00 PM,,954.4,4.761904762,,5.2
453-63-6187,Cairo,Mandalay,Normal,Male,Electronic accessories,27.5,,4.125,86.625,03/01/2019,3:40:00 PM,Ewallet,82.5,4.761904762,4.125,6.5
578-80-7669,Cairo,Mandalay,Normal,,Sports and travel,74.97,,3.7485,78.7185,3/16/2019,4:58:00 PM,,,4.761904762,3.7485,5.6
612-36-5536,Alex,Yangon,Member,Male,Food and beverages,80.96,,,680.064,2/17/2019,11:12:00 AM,Credit card,,4.761904762,32.384,7.4
605-72-4132,Giza,Naypyitaw,Normal,Female,,94.47,8,37.788,793.548,2/27/2019,3:12:00 PM,Cash,755.76,4.761904762,,9.1
471-41-2823,Giza,,Normal,Male,Food and beverages,99.79,,,209.559,03/07/2019,8:37:00 PM,,199.58,,9.979,8
462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,6,,461.286,3/14/2019,5:44:00 PM,Cash,439.32,4.761904762,21.966,7.2
272-27-9238,Giza,Naypyitaw,Normal,,Food and beverages,41.24,4,8.248,173.208,3/14/2019,4:23:00 PM,Cash,164.96,4.761904762,8.248,7.1
834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,,343.056,3/14/2019,12:12:00 PM,,,4.761904762,16.336,9.1
122-61-9553,,,,Female,Electronic accessories,51.32,9,23.094,484.974,3/14/2019,7:33:00 PM,Cash,,4.761904762,23.094,5.6
468-88-0009,,Yangon,,Male,Home and lifestyle,65.94,4,13.188,276.948,3/24/2019,10:29:00 AM,Cash,263.76,4.761904762,,6
613-59-9758,,,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,2:28:00 PM,,,4.761904762,7.18,5.4
254-31-0042,,Yangon,Member,Male,Electronic accessories,21.5,,,203.175,3/14/2019,12:46:00 PM,Credit card,,4.761904762,9.675,7.8
201-86-2184,Cairo,Mandalay,Member,,Electronic accessories,,,9.191,193.011,02/02/2019,7:40:00 PM,Cash,183.82,4.761904762,9.191,9.9
261-12-8671,Cairo,,Normal,,,60.96,2,6.096,128.016,1/25/2019,7:39:00 PM,,121.92,4.761904762,6.096,4.9
